batch_idx,epoch,step,test_loss,train_loss
49.0,0,49,,0.44479355216026306
99.0,0,99,,0.35876166820526123
149.0,0,149,,0.387714684009552
199.0,0,199,,0.34254008531570435
249.0,0,249,,0.30497005581855774
299.0,0,299,,0.3008139431476593
349.0,0,349,,0.3084702491760254
399.0,0,399,,0.28933975100517273
449.0,0,449,,0.27771246433258057
499.0,0,499,,0.2760204076766968
549.0,0,549,,0.28142255544662476
599.0,0,599,,0.28824296593666077
649.0,0,649,,0.26863738894462585
2.0,1,699,,0.26938480138778687
52.0,1,749,,0.250364750623703
102.0,1,799,,0.23916003108024597
152.0,1,849,,0.23955529928207397
202.0,1,899,,0.23509816825389862
252.0,1,949,,0.2436516135931015
302.0,1,999,,0.22527632117271423
352.0,1,1049,,0.22984561324119568
402.0,1,1099,,0.2478252649307251
452.0,1,1149,,0.21974347531795502
502.0,1,1199,,0.22606945037841797
552.0,1,1249,,0.2270398736000061
602.0,1,1299,,0.20866122841835022
652.0,1,1349,,0.2113802582025528
5.0,2,1399,,0.20841465890407562
55.0,2,1449,,0.21517516672611237
105.0,2,1499,,0.20384983718395233
155.0,2,1549,,0.19591931998729706
205.0,2,1599,,0.20046178996562958
255.0,2,1649,,0.22854934632778168
305.0,2,1699,,0.2050539255142212
355.0,2,1749,,0.20175057649612427
405.0,2,1799,,0.21369397640228271
455.0,2,1849,,0.1929749846458435
505.0,2,1899,,0.2252466380596161
555.0,2,1949,,0.19396185874938965
605.0,2,1999,,0.19807565212249756
655.0,2,2049,,0.20540139079093933
8.0,3,2099,,0.20503875613212585
58.0,3,2149,,0.19726721942424774
108.0,3,2199,,0.19632379710674286
158.0,3,2249,,0.197480708360672
208.0,3,2299,,0.2006274163722992
258.0,3,2349,,0.19963398575782776
308.0,3,2399,,0.17938323318958282
358.0,3,2449,,0.18164561688899994
408.0,3,2499,,0.19627130031585693
458.0,3,2549,,0.19628822803497314
508.0,3,2599,,0.18736839294433594
558.0,3,2649,,0.1822715550661087
608.0,3,2699,,0.17851629853248596
658.0,3,2749,,0.18748967349529266
,4,2788,0.19174818694591522,
