batch_idx,epoch,step,test_loss,train_loss
49.0,0,49,,0.4076935946941376
99.0,0,99,,0.39003172516822815
149.0,0,149,,0.38049980998039246
199.0,0,199,,0.33988338708877563
249.0,0,249,,0.34016039967536926
299.0,0,299,,0.3361963927745819
349.0,0,349,,0.3211902379989624
399.0,0,399,,0.31018906831741333
449.0,0,449,,0.29514583945274353
499.0,0,499,,0.2749324440956116
549.0,0,549,,0.2817441523075104
599.0,0,599,,0.27188634872436523
649.0,0,649,,0.24088521301746368
2.0,1,699,,0.23900389671325684
52.0,1,749,,0.261859655380249
102.0,1,799,,0.2399550825357437
152.0,1,849,,0.28052908182144165
202.0,1,899,,0.24659448862075806
252.0,1,949,,0.2321644127368927
302.0,1,999,,0.235861137509346
352.0,1,1049,,0.22874079644680023
402.0,1,1099,,0.23253044486045837
452.0,1,1149,,0.21446499228477478
502.0,1,1199,,0.2303135246038437
552.0,1,1249,,0.22138121724128723
602.0,1,1299,,0.20168843865394592
652.0,1,1349,,0.21404075622558594
5.0,2,1399,,0.21505068242549896
55.0,2,1449,,0.24509845674037933
105.0,2,1499,,0.22654087841510773
155.0,2,1549,,0.20867277681827545
205.0,2,1599,,0.20816965401172638
255.0,2,1649,,0.23879119753837585
305.0,2,1699,,0.21982039511203766
355.0,2,1749,,0.20579510927200317
405.0,2,1799,,0.2147669941186905
455.0,2,1849,,0.22103044390678406
505.0,2,1899,,0.20877006649971008
555.0,2,1949,,0.24906039237976074
605.0,2,1999,,0.21704734861850739
655.0,2,2049,,0.21890830993652344
8.0,3,2099,,0.21743731200695038
58.0,3,2149,,0.19780457019805908
108.0,3,2199,,0.2183583378791809
158.0,3,2249,,0.18480664491653442
208.0,3,2299,,0.17979685962200165
258.0,3,2349,,0.1990508735179901
308.0,3,2399,,0.1884177178144455
358.0,3,2449,,0.21279041469097137
408.0,3,2499,,0.2240830659866333
458.0,3,2549,,0.18753930926322937
508.0,3,2599,,0.2002614140510559
558.0,3,2649,,0.22012445330619812
608.0,3,2699,,0.19855764508247375
658.0,3,2749,,0.22924453020095825
,4,2788,0.19857893884181976,
